archive_id,instance,instance_id,experiment_section,model,algorithm,repeat,budget,b_C,b_R,solution_id,cost,risk,feasible,source,solution_path
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,2aaabbb63da2b53324de9d745a931421e12f1c55a262855e8e2cd068dbf488b3,1591.019397,7.57223341031664,True,"{""source"": ""NSGA_offspring"", ""generation"": 41, ""index"": 18}",solutions/test-Test-1-000--revision-v4/2aaabbb63da2b53324de9d745a931421e12f1c55a262855e8e2cd068dbf488b3.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,19a3770b61eb25138706e0f30a54301ba63465bcc5184bbee2051f84254da0e8,1799.693397,6.776179116642391,True,"{""source"": ""NSGA_offspring"", ""generation"": 43, ""index"": 64}",solutions/test-Test-1-000--revision-v4/19a3770b61eb25138706e0f30a54301ba63465bcc5184bbee2051f84254da0e8.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,49efa76fb7532846ed8e8710f43ec567edd995c74d5892db21a8e89b1ffc9554,1802.5813970000002,6.65092141031664,True,"{""source"": ""NSGA_offspring"", ""generation"": 76, ""index"": 96}",solutions/test-Test-1-000--revision-v4/49efa76fb7532846ed8e8710f43ec567edd995c74d5892db21a8e89b1ffc9554.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,59ecbac0f445ca2dc1b3fa512ce1198c9a8fa12ae62ebca7d8d6f0253c995058,1959.3973970000002,6.226835907384185,True,"{""source"": ""NSGA_offspring"", ""generation"": 43, ""index"": 20}",solutions/test-Test-1-000--revision-v4/59ecbac0f445ca2dc1b3fa512ce1198c9a8fa12ae62ebca7d8d6f0253c995058.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,a19c59f7d155fe8e1301707132b0a8b83d42e0c633d5f56bc7462995320682ef,2011.2553970000001,5.8548671166423905,True,"{""source"": ""NSGA_offspring"", ""generation"": 42, ""index"": 37}",solutions/test-Test-1-000--revision-v4/a19c59f7d155fe8e1301707132b0a8b83d42e0c633d5f56bc7462995320682ef.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,21a6d9f9969408bf633717c85ea6e01a593187058b17cbd22f50c3edd2c30f8c,2061.4533969999998,5.74222141031664,True,"{""source"": ""NSGA_offspring"", ""generation"": 44, ""index"": 24}",solutions/test-Test-1-000--revision-v4/21a6d9f9969408bf633717c85ea6e01a593187058b17cbd22f50c3edd2c30f8c.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,34ffcaa67a39becfd8b5a26fa82a89d9077b3e5063d362600ee39941baffba37,2095.714397,5.71580304085927,True,"{""source"": ""NSGA_offspring"", ""generation"": 48, ""index"": 75}",solutions/test-Test-1-000--revision-v4/34ffcaa67a39becfd8b5a26fa82a89d9077b3e5063d362600ee39941baffba37.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,294e25ee6d41bcf206bcc986cf3a30464480d5e05dd219c7cb4f0c058a428fe8,2105.200397,4.806486420312245,True,"{""source"": ""NSGA_offspring"", ""generation"": 44, ""index"": 5}",solutions/test-Test-1-000--revision-v4/294e25ee6d41bcf206bcc986cf3a30464480d5e05dd219c7cb4f0c058a428fe8.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,3b7c06e8bd04fad86085c98afbca664f19231d0a6f83adc9c381e80ec7fd0f57,2210.401397,4.35267141031664,True,"{""source"": ""NSGA_offspring"", ""generation"": 136, ""index"": 3}",solutions/test-Test-1-000--revision-v4/3b7c06e8bd04fad86085c98afbca664f19231d0a6f83adc9c381e80ec7fd0f57.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,1bb75fe49276d669d7bc7b7b6a18788a05fc52e7f97b44db9435b90f9370327a,2313.874397,4.010432126637995,True,"{""source"": ""NSGA_offspring"", ""generation"": 43, ""index"": 32}",solutions/test-Test-1-000--revision-v4/1bb75fe49276d669d7bc7b7b6a18788a05fc52e7f97b44db9435b90f9370327a.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,6e470ba7ef9fb809c4e7c7c895902699e49cfbbae2fd0771b963ef7f009a7bd1,2316.762397,3.885174420312245,True,"{""source"": ""NSGA_offspring"", ""generation"": 166, ""index"": 10}",solutions/test-Test-1-000--revision-v4/6e470ba7ef9fb809c4e7c7c895902699e49cfbbae2fd0771b963ef7f009a7bd1.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,58885d25124141a7468751316dad8b4548d9eeabb8fd2d38acd83e9dfea3b564,2419.0753970000005,3.55661711664239,True,"{""source"": ""NSGA_offspring"", ""generation"": 136, ""index"": 15}",solutions/test-Test-1-000--revision-v4/58885d25124141a7468751316dad8b4548d9eeabb8fd2d38acd83e9dfea3b564.json
NSGA-Test-1-r0-B40320,Test-1,test-Test-1-000--revision-v4,generalization,,NSGA,0,40320,3132.3504099999996,30.73791672772027,1d9a3773775944dac109a05d8bcdcba59648721cb695fbb0095783ed9ad90fa3,2469.273397,3.44397141031664,True,"{""source"": ""NSGA_offspring"", ""generation"": 203, ""index"": 42}",solutions/test-Test-1-000--revision-v4/1d9a3773775944dac109a05d8bcdcba59648721cb695fbb0095783ed9ad90fa3.json
